CODE,DESTINATION,CONNEC COSTO,GRACE TIME,COST /MIN,INITIAL INCR,INCREMENT,STRIP,PRIORITY,PREPEND,,,,
528129120,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129130,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129140,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129150,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129160,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129170,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129180,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129190,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129200,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129210,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129220,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129230,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129240,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129250,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129260,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129270,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129280,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129290,MEXICO CPP  FREEDOMPOP CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129300,MEXICO CPP  FREEDOMPOP CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129310,MEXICO CPP  FREEDOMPOP CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129330,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129340,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129350,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129360,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129370,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129380,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129390,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129400,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129410,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129420,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129430,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129440,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129450,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129460,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129470,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129480,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129490,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129500,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129510,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129520,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129530,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129540,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129580,MEXICO CPP  ALTÁN CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129590,MEXICO CPP  ALTÁN CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129600,MEXICO CPP  ALTÁN CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129610,MEXICO CPP  ALTÁN CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129620,MEXICO CPP  ALTÁN CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129690,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129700,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129710,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129720,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129730,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129740,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129790,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129800,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129810,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129820,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129830,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129840,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129870,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129880,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129890,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129900,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129910,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129920,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129930,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129940,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129950,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129960,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129970,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129980,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129990,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130000,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130010,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130020,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130030,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130040,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130050,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130060,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130070,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130080,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130090,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130100,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130110,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130120,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130130,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130140,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130150,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130160,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130170,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130180,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130190,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130200,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130210,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130220,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130230,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130240,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130250,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130260,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130270,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130280,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130290,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130300,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130310,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130320,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130330,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130340,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130350,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130360,MEXICO CPP  MOVISTAR CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130380,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130390,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130410,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130420,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130430,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130440,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130515,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130520,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130530,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130540,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130550,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130560,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130570,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130580,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130590,MEXICO CPP  AT&T CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130660,MEXICO CPP  SERVITRON CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528118180,MEXICO CPP  CELMAX CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528118190,MEXICO CPP  CELMAX CIUDAD MONTERREY MONTERREY  NL,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528129288,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528118200,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528118210,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528118220,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528118230,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528118240,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528118250,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528118260,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528118270,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528118280,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130710,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130720,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130730,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130740,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130750,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130760,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130770,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
528130780,MEXICO CPP  TELCEL CIUDAD MONTERREY MONTERREY  NL,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
