CODE,DESTINATION,CONNEC COSTO,GRACE TIME,COST /MIN,INITIAL INCR,INCREMENT,STRIP,PRIORITY,PREPEND
1508626,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508627,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508628,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508629,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508630,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508631,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508632,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508633,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508634,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508635,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508636,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508637,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508638,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508639,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508640,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508641,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508642,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508643,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508644,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508645,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508646,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508647,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508648,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508649,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508650,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508651,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508652,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508653,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508654,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508655,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508656,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508657,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508658,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508659,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508660,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508661,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508662,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508663,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508664,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508665,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508666,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508667,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508668,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508669,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508670,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508671,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508672,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508673,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508674,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508675,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508676,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508677,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508678,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508679,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508680,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508681,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508682,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508683,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508684,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508685,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508686,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508687,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508688,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508689,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508690,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508691,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508692,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508693,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508694,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508695,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508696,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508697,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508698,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508699,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508709,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508713,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508714,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508715,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508716,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508717,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508718,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508719,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508720,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508721,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508722,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508723,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508724,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508725,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508726,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508727,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508728,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508729,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508730,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508731,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508732,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508733,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508734,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508735,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508736,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508737,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508738,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508739,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508740,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508741,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508742,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508743,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508744,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508745,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508746,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508747,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508748,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508749,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508750,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508751,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508752,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508753,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508754,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508755,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508756,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508757,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508758,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508759,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508760,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508761,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508762,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508763,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508764,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508765,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508766,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508767,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508768,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508769,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508770,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508771,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508772,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508773,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508775,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508776,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508777,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508778,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508779,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508780,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508782,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508783,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508784,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508785,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508786,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508787,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508788,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508789,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508790,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508791,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508792,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508793,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508794,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508795,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508796,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508797,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508798,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508799,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508800,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508801,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508802,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508803,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508804,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508805,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508806,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508807,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508808,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508809,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508810,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508812,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508813,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508814,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508815,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508816,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508817,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508818,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508819,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508820,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508821,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508822,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508823,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508824,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508825,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508826,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508827,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508828,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508829,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508830,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508831,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508832,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508833,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508834,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508835,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508836,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508837,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508838,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508839,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508840,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508841,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508842,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508843,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508844,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508845,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508846,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508847,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508848,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508849,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508850,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508851,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508852,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508853,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508854,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508855,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508856,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508857,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508858,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508859,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508860,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508861,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508862,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508863,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508864,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508865,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508866,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508867,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508868,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508869,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508870,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508871,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508872,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508873,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508874,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508875,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508876,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508877,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508878,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508879,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508880,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508881,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
1508882,USA Worcester- Attleboro- Barnstable Town Massachusetts,0,0,0.0035,6,6,0,0,9988
